creature_id,common_name,exclusion_reason
3a15edf3-befa-57f6-b182-cfe9801413fe,Dwarf Hawkfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
3a484374-e8de-5369-bfdf-b0056fcddb63,Purple-mask Angelfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
3a707b9a-1fcf-53a2-a292-639b92f00ce6,Redblotch Perchlet,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
3ab91248-e551-5dd0-9fd3-912574cfaba2,Spotted Sandperch,identity confidence is below the starter-pack threshold
3abf10bf-e10f-5636-a16b-4a55e780f85e,Striped Puffer,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3aca7855-add5-54e7-9625-ae8e2df81c9f,| Netfin Grouper,eligible but outside the deterministic 40-record starter-pack limit
3afa7118-5141-5284-a8c0-af8148b418fe,Dusky Dottyback,eligible but outside the deterministic 40-record starter-pack limit
3b15fa37-c6d7-5f51-9d7e-fd5391a37bdd,Black-spot Angelfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
3b47f5bb-0165-5c72-87eb-c2ed3aa6d937,Unicorn Filefish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3b7e19d3-387d-533a-8e71-590fdd265401,Brownback Dottyback,eligible but outside the deterministic 40-record starter-pack limit
3ba21389-15ba-55a2-b0f7-11ab6e3731c9,Blackstripe Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
3bae6b10-d1de-51fb-9e6a-ace896400a74,Short-tailed Pipefish,eligible but outside the deterministic 40-record starter-pack limit
3bb9809f-a231-5b93-89ec-9225690bfdd8,Slender Grouper,eligible but outside the deterministic 40-record starter-pack limit
3bbb5e18-2796-52c5-9f77-69a9285535aa,Ocellated Dragonet,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3be25367-4785-5f76-939b-e8217d5e50b0,Redhead Dwarfgoby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3be85af1-64f9-5129-9ea2-cc52b669e3a8,Reticulated Puffer,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
3beb3fbc-8402-53ad-85ff-d7339aece637,Largenose Boxfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3c2c8cf3-2d93-5cec-853a-9dfeee69666b,Bengal Sergeant,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3d115e37-06cb-5b9d-9c25-544e7fe27e95,False Cleanerfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; no identification trait transcription
3d149278-1c74-5268-badb-f994d806db52,Toothy Cardinalfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3d1e410c-a786-5140-b769-6aa273aae591,Amondfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3d41bc59-193c-5a25-930a-2d84dcff55fd,Longnose Tang,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
3d9646d3-9389-59d9-bf9a-79ff0018ddac,Banded Garden Eel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3e0f5311-4ffa-514f-80cb-f0cfe4e8e1c7,Blue-spotted Bristletooth,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3e1e474e-d9dc-5df5-b6eb-03301b1f6b91,Whitespot Tuskfish,eligible but outside the deterministic 40-record starter-pack limit
3e2607fc-d268-59d4-a6fa-8af5144a013a,Ringed Pipefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
3e64007e-40a2-579d-9cc3-e8b8212a6561,Thorny Stingray,identity confidence is below the starter-pack threshold; account transcription confidence is not high; no identification trait transcription
3ecd3903-c9b4-5920-9377-79c62f4d5674,Yellowback Fusilier,eligible but outside the deterministic 40-record starter-pack limit
3ee21d3c-f7f2-53ea-8de8-f13e752972dc,Yellow Hawkfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3ef033eb-f0ba-5ed8-83ab-5d77f5632ce6,Ornate Butterflyfish,identity confidence is below the starter-pack threshold
3efe6e4f-c1e6-5f98-9d50-fe1f163fa643,Blacksaddle Snake Eel,eligible but outside the deterministic 40-record starter-pack limit
3f12ff0f-dcc2-537e-b27b-1299e1803d23,Bandtail Goatfish,identity confidence is below the starter-pack threshold
3f2c4104-972b-5406-8336-5330d6fd1bcc,Banded Goby,account transcription confidence is not high; no identification trait transcription
3f2ead80-021b-57cf-a231-4acaf7367b56,White-belly Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high
3fb46bc7-2e4c-5b63-b4cd-8212059a73e1,Toothpony Toadfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
3fb56eb5-43b1-5eff-9bc6-2ae2d2526d57,Onespot Rabbitfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
40105df2-0ced-5308-bc06-da6a858adb93,Blackeye Thicklip Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; no identification trait transcription
403488eb-ab56-5c2e-b69e-bd7e4daf3f8f,Yellowbar Parrotfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
40651523-1f81-5d80-a593-0668077da6b7,Roundhead Parrotfish,account transcription confidence is not high
4079267b-da77-551b-906a-8637ca8c1772,Clown Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
407f3be8-7b60-51e8-bf9f-478667072e06,Black-tailed Dascyllus,eligible but outside the deterministic 40-record starter-pack limit
409d2c07-0e03-540c-9be9-2263636e855e,Threespot Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
40b7eed1-b22b-5acd-9984-079a85a53fc5,Tricolor Blenny,account transcription confidence is not high; no identification trait transcription
40c4368b-bc45-532e-8a84-6e717de6c252,Gorgonian Pygmy Seahorse,identity confidence is below the starter-pack threshold; account transcription confidence is not high
40d469d0-f328-5baa-a832-bde7fc04696f,Lantern Toadfish,identity confidence is below the starter-pack threshold
40e5a6f5-3cd1-54de-b017-adc503b3dc70,Red-spotted Dwarfgoby,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
411358b2-5f51-5b95-ac3b-7ab2806440d2,Hes,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
41877a47-6e9a-5949-94ba-9657e293841d,Bartels’ Dragonet,account transcription confidence is not high
41a1aec7-c2dc-542b-8bfd-0f0a6d3fb374,Palemargin Grouper,eligible but outside the deterministic 40-record starter-pack limit
41b4601f-241d-54eb-8f77-82d93d7f8061,Cloudy Grouper,account transcription confidence is not high; identification traits are not high-confidence transcriptions
41b762fa-3283-5542-8175-3189042b5acb,Green Chromis,eligible but outside the deterministic 40-record starter-pack limit
41b96685-36b9-553e-9ba6-8c49624f423c,Butterfly Whiptail,identity confidence is below the starter-pack threshold
423996bc-f90c-576a-a4dc-1ebbf6ec9a35,Pacific Double-saddle Butterflyfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
42568672-09aa-500f-8f5c-fc128679fe78,Oriental Butterflyfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
42880d02-d179-54d6-ba4f-ff96a15e11a4,Blacksaddle Coral Grouper,eligible but outside the deterministic 40-record starter-pack limit
429269d7-26f6-59b0-afbe-c88e0ccd4ee8,Wass's Jawfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4292f35a-9655-5f86-a2d6-dfb363fe6ba8,,identity confidence is below the starter-pack threshold; identity is incomplete; no identification trait transcription
42c165a7-f679-5a63-81cf-4056ea157eb8,Springer's Blenny,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
42ee1491-db15-5490-913f-37a215bc3266,Clown Coris,account transcription confidence is not high; identification traits are not high-confidence transcriptions
42fa741c-5d6f-5be2-bd62-5e0d9e0f6366,Swarthy Parrotfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; identification traits are not high-confidence transcriptions
43439aa6-e452-5838-aa25-96d03e8946d9,Velvet Ghost Pipefish,eligible but outside the deterministic 40-record starter-pack limit
434e7ae5-2763-5bb2-9616-b87b09c07fdf,Spikefin Goby,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
43814c34-56f5-58a4-8f67-0f9734075057,Yellowface Wormfish,eligible but outside the deterministic 40-record starter-pack limit
438a372a-3451-51e7-89fa-b06d6818741a,Bridled Triggerfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
439b85d7-e784-5a22-ac4e-85c85b666b0d,Anda Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
43a34ac4-0d2d-5189-9b01-f6a83308e119,Redlip Parrotfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
43cf9b35-71a7-5178-b661-db7dbea7ccd5,Golden Goby,identity confidence is below the starter-pack threshold
43d11fbf-af3e-5ed9-959f-d88f601878c6,Black-saddled Toadfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
44033224-a98b-5fcb-9787-6d967e868aaa,Elongate Dottyback,account transcription confidence is not high; identification traits are not high-confidence transcriptions
440cf0fd-8385-5c2c-b2af-9912a6f53606,Arenatus Wormfish,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
441b0b5e-97db-5365-987b-b7c21b22ee17,Jariable Fangblenny,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
442b5310-fefc-5583-8bba-57e03e22be38,Queensland Pygmygoby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
44773a33-ac23-5c9f-bf7c-14de597e5840,Smalltooth Jobfish,eligible but outside the deterministic 40-record starter-pack limit
447e46ea-e05d-512d-b33c-530c8c55063f,Coral Grouper,eligible but outside the deterministic 40-record starter-pack limit
44ec3f2d-afe0-5523-97ee-6564ca95e9bd,Robust Silverside,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4505491c-e35f-547f-a47b-62fcf563451c,Beaked Coralfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
45371b57-ccd7-579d-b7ae-c4b9738006a8,Bluespot Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4537e1f8-683c-5359-9875-dcdec40b894f,Red-streaked Blenny,identity confidence is below the starter-pack threshold; no identification trait transcription
454ba7ab-dabc-5717-a7f2-0a3685080bfb,Oxeye Scad,identity confidence is below the starter-pack threshold
457049e0-41ad-5319-b13c-01491df9b792,Spotted Garden Eel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
459fc72f-14d1-56f2-9afb-99c3f31713a9,Pewter Angelfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
45a1cacd-5b4e-5fdc-a5a4-f9dfb62bb669,Leopard Flounder,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
45d90b53-2bd4-51fd-99a7-9add445b4d10,Thornback Cowfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
45fc47d3-065a-5b31-a972-2f62953027ac,Bigeye,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4636340a-22ac-5d25-a305-b233f597016a,Whitebar Bigeye,eligible but outside the deterministic 40-record starter-pack limit
4656d283-7e54-5e38-b29d-a8e3d3cf1cae,Chinese Demoiselle,identity confidence is below the starter-pack threshold; account transcription confidence is not high
4673d5c5-e2de-5c4f-b29b-b8f362dbdc5f,Dragon Sea Moth,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4676447f-2fb2-5379-bcff-bc8237d7a200,Blue-spot Butterflyfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4691113c-5444-53e7-8db9-3088c11723ad,Banded Snake Eel,eligible but outside the deterministic 40-record starter-pack limit
47231fc4-5ce8-50ef-9c76-33e00a6e107a,Broad-banded Shrimpgoby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
47285cf9-8e00-5335-bd11-493da26b9036,Orangetail Filefish,identity confidence is below the starter-pack threshold
47a1871d-82ab-5bcb-abe6-e8cba5009577,Barred-fin Moray,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
47a47486-2a29-52b0-ace9-8c02d0f56fcf,False Fusilier,identity confidence is below the starter-pack threshold; account transcription confidence is not high; no identification trait transcription
47cb1fb8-ca4e-583f-9872-749413195591,Ambon Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4884595e-92e9-5193-84cc-030bf934ae46,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
48c229ff-8cfe-53e1-bbc8-37fd62eb2390,Yelloweye Filefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
490d41af-6fe3-5ee5-90c1-8db7343bd488,Roundbelly Cowfish,eligible but outside the deterministic 40-record starter-pack limit
4931e611-9940-55af-9903-7c4fde8d89b6,Spotgill Cardinalfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4932a8c9-6671-585a-b0e9-5d5b6f21d28e,White-belly Damsel,account transcription confidence is not high; no identification trait transcription
497cd912-b128-5b8b-8a45-37855e116967,,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identity is incomplete; no identification trait transcription
49a77e18-9137-56d8-83ee-ec9cd2db3e8d,Blotchfin Scorpionfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
49cf761c-5e26-5613-8a23-83c669a47508,Vanikoro Sweeper,identity confidence is below the starter-pack threshold
4a216909-3390-5db2-ae41-d8ecbce96af4,Tracey's Demoiselle,identity confidence is below the starter-pack threshold; account transcription confidence is not high
4a5581a0-3608-5afc-ad59-6a3f43be3605,Yellowmask Surgeonfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high
4a559120-e642-59e0-a4a6-ac54bee876e2,White-tailed Chromis,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4a55c530-d080-5b0d-a05e-59ddafff9e3c,Bicolor Angelfish,identity confidence is below the starter-pack threshold
4a7e0d11-baf5-5610-9efc-30fa0313938e,Weedy Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
4a8301b2-162e-5c09-a355-9a4e687dcdc2,Six-banded Angelfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4ad2a35c-5989-5a5a-a480-54aa5c372fae,Yellowfin Demoiselle,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4b05fc3c-d823-5319-91f3-401e063c07c9,Blackbar Chromis,account transcription confidence is not high
4b1c8a14-492e-580c-a6fd-abdf33ad51a2,Squarespot Anthias,identity confidence is below the starter-pack threshold; account transcription confidence is not high
4b600390-b99c-58fb-8ab5-c336a1ea303c,Map Puffer,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4b7552a7-92c6-58fb-94ef-a01721137038,Redspotted Pygmygoby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4b89534c-8dcb-58e3-907e-3a8b5d40c64d,Longspine Grouper,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4b97abba-5171-5ebf-8e3e-d8604112d175,Dusky Sergeant,identity confidence is below the starter-pack threshold
4b992789-28ba-522d-8c83-263fb5ae173d,Pixy Hawkfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4bdc0cb2-1385-5609-80f7-0167b290676b,Minute Filefish,eligible but outside the deterministic 40-record starter-pack limit
4c5796f5-757e-5b52-8c0d-fc5631fbfd0d,Golden Spadefish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4c7e4a16-70d6-5142-9ded-5832a998b89f,Pennant Bannerfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4cbd0d26-2e92-53ab-a19a-ec204550563d,Tiny Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
4cbffbae-c03a-5b3d-a315-dca531bd2337,Blackvent Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4cc923ed-4e67-5573-a6ec-bd0d8c724d04,Shadowfin \dierfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4ce1f2f6-c168-55f3-8f43-5a517e211e3a,White-shouldered Whiptail,identity confidence is below the starter-pack threshold; no identification trait transcription
4d1f6149-7cd9-5636-a9b1-32e404dbad0b,Halfmoon Grouper,eligible but outside the deterministic 40-record starter-pack limit
4d230f46-1c4a-5b3f-81a0-b10fff0f5983,Longsnout Flathead,identity confidence is below the starter-pack threshold; account transcription confidence is not high
4d30f045-7961-53e9-91a1-36148a78c12c,Yellowspotted Goatfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4d319876-0397-5497-850a-ef397c79d7c3,Smalltooth Emperor,identity confidence is below the starter-pack threshold
4d3a6406-904a-51e1-ac4f-25d5e2fa68a0,Rcupinefish,identity confidence is below the starter-pack threshold
4d5e80a4-abda-5064-80b3-cca0f1f9814f,Cleartail Lionfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4d6ab6cf-33e7-53fc-8d1a-d019f60f25f5,Volcano Shrimpgoby,no identification trait transcription
4d77dfec-05ec-5683-8962-bbd5336f3eb7,Longtail Silver Biddy,account transcription confidence is not high; no identification trait transcription
4dbbca9e-b33d-5785-baa4-e1f65fee5a48,Snake Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4dbee47b-5654-5195-b668-14417a8e3fcd,Bengal Snapper,eligible but outside the deterministic 40-record starter-pack limit
4dc8c377-10a8-52e3-8433-dbeda42dd1e6,Greenback Wormfish,eligible but outside the deterministic 40-record starter-pack limit
4de373e9-abc8-5bc7-a684-8424cd82ef76,Bicolor Fangblenny,no identification trait transcription
4dfcbb0c-eb3e-5f10-9eab-924d8c4c8f20,Many-Spotted Sweetlips,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4e161a17-bd1f-5427-858f-467b66aa16fb,Philippine Wormfish,identity confidence is below the starter-pack threshold
4e54eaec-5344-5d02-8879-c993a44e8057,Blueline Demoiselle,identity confidence is below the starter-pack threshold; account transcription confidence is not high
4e5fbed6-f99a-57c1-b1a1-1448befb9b5f,Frostfin Cardinalfish,account transcription confidence is not high
4e60fb36-6a0e-5169-a381-8a5fbffc5eb6,Finespeckled Moray,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4e7813a0-9c65-5bd8-baa3-3bf91f1cf00d,Violet-lined Parrotfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4e8dfcc7-1a1d-5555-a7c7-0dd3d4eaf6ac,White-edged Lyretail,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4ea1691f-23d6-5d62-907e-b009ccba9bfa,Hybrid Flasher Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4ea22728-d57c-515c-9c33-105451d04413,Barchin Scorpionfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4eba7b9d-c49f-5e74-bba8-df7375b09536,Morrison's Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4ed5bf71-3c34-5e89-8be5-09bfbb08fc01,Yellowtail Demoiselle,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4f11f1fd-cf4f-547f-84a4-e469ff48e3fb,Shortstripe Cardinalfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high
4f15d2ed-a9fb-596b-affb-7ae45d241d2a,Rockmover Wormfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4f54e6fd-3e68-523f-9225-59744a4cde4a,Yellowfin Shrimpgoby,account transcription confidence is not high; no identification trait transcription
4f5be507-02c1-57d2-b0f8-956900b10632,[mitator Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4f5c2236-1b06-58fc-83af-3db20fef0fd5,Two-spot Snapper,eligible but outside the deterministic 40-record starter-pack limit
4f5c29ce-fde4-56c8-b36d-4a9ca03ed9d5,Bigeye,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
4f8145bb-baa1-5a8a-a3cf-6f636035ded0,Twospot Wormfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
4f968020-9c9d-5acd-927e-3e51bab27b11,Pinstripe Cardinalfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4fcb4036-b38d-5a4c-8f4b-a949478ed463,Highfin Coral Grouper,eligible but outside the deterministic 40-record starter-pack limit
4fe2d2a5-6615-5db2-b47b-e40bb55d4fb0,Flagfin Wormfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
4ff4d7e8-9450-5858-b9e1-4ea1c4dac6a8,Sixspot Goby,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
50020f47-9605-5ed9-bb79-7a2e43db22b9,Blue-spotted Ribbontail Ray,eligible but outside the deterministic 40-record starter-pack limit
500dfe0f-431d-5234-934a-10cf272ae7e3,Orange-striped Emperor,eligible but outside the deterministic 40-record starter-pack limit
50365c8f-8441-5e12-ba08-3674f980ab66,Randall's Anthias,account transcription confidence is not high; identification traits are not high-confidence transcriptions
505cecfb-d43f-549a-986a-02da898f604e,Ternate Damsel,account transcription confidence is not high; identification traits are not high-confidence transcriptions
509997eb-eed8-5c79-b75f-a2769e003311,Blackbelt Hogfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
50d0103c-b225-54e4-9ded-b65fdf647755,Lori's Anthias,account transcription confidence is not high; identification traits are not high-confidence transcriptions
50e9612c-0480-54b8-8334-9822698d9614,Sharpnose Sandperch,identity confidence is below the starter-pack threshold
5103e3a6-1bf6-511b-9383-342d790f2c0d,Redcoat Squirrelfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
510759f2-5e56-5262-898e-4795e443e20f,Ocellated Coralfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
51155428-f9d8-509d-967e-3baebd4c1b4f,Scissortail Sergeant,account transcription confidence is not high; identification traits are not high-confidence transcriptions
511fd720-d0a1-53f2-be50-5d1006692307,Brackish Frogfish,no identification trait transcription
514ed812-d0e8-568f-beea-6638e170f4f9,Blue-spotted Angelfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
51b78d70-f02a-5b0a-9e46-7a9a6b009c6e,Tailspot Wormfish,eligible but outside the deterministic 40-record starter-pack limit
5203ba0b-963d-5834-8f2a-fd87fc99716b,Twinspot Chromis,account transcription confidence is not high
525bf47e-3fe8-5954-b354-b608a7bad062,Golden Trevally Jack,eligible but outside the deterministic 40-record starter-pack limit
5279b463-fe66-5d75-b0a8-a101a6b5c402,Ocellated Damsel,account transcription confidence is not high
5284c1ba-6538-546f-a864-8670c8a8dd49,Caesiura Dwarfgoby,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
529c836f-40b4-5826-948c-00aee7e7065c,Gold-spotted Sweetlips,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
52ad8cd3-6362-5faf-b92a-edc3d215c55c,Ferraris’ Goby,identity confidence is below the starter-pack threshold
52f9a030-c0e0-5751-a342-291e746a3457,Helfrich's Dartfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
533a3f98-682c-5d76-b50d-e713c1029b48,Ceram Coralgoby,eligible but outside the deterministic 40-record starter-pack limit
5379e6a4-e10f-5321-b09e-b9fe5fa0961e,Whitebar Surgeonfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high
53b747ad-ffd6-5de8-a4ec-7fed3212e145,Reef Lizardfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
53eecfda-a960-502b-a4b1-d696ddbec5f2,Thai Damsel,identity confidence is below the starter-pack threshold; account transcription confidence is not high; no identification trait transcription
53f3966c-0c78-534b-8d42-caa1af7871ca,Duskytailed Cardinalfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
540c40cc-f54b-5224-9efc-5fb22a49cd18,Tyler's Toadfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
54428e34-e267-574d-a54b-08850134ed90,Smith's Fangblenny,account transcription confidence is not high; no identification trait transcription
5444daae-f71a-5f48-a0f1-7264b6540c54,Banggai Demoiselle,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
54597666-d171-54d1-8d50-c98f94ca6080,Seychelles Blenny,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
548513e5-bd4b-5fa5-9344-454c3573953a,Australian Damsel,account transcription confidence is not high; no identification trait transcription
548b5397-a694-5bcd-8b0b-47898df4a675,Spotted Goatfish,eligible but outside the deterministic 40-record starter-pack limit
54cf7f65-c4e0-5848-b8de-551dd6e47c33,Threespot Damsel,eligible but outside the deterministic 40-record starter-pack limit
54e028b3-5c82-58f1-9a80-d55a4f96a450,Patzner's Blenny,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
54ff8265-8dd3-561f-ac8b-3c94d57cd24c,Yellowstripe Goby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
55708cd7-9ccd-5f14-b317-0ec47ebea95b,Largehead Snake Moray,eligible but outside the deterministic 40-record starter-pack limit
558769eb-54db-5cb8-b778-154f08891bfb,Pinstriped Wormfish,eligible but outside the deterministic 40-record starter-pack limit
559261b8-ecc4-5cf4-acce-5acd75dcd49a,Crosshatch Triggerfish,identity confidence is below the starter-pack threshold; no identification trait transcription
55d92de6-53fb-57fb-b39d-5220c1f2c1a3,Giant Manta,identity confidence is below the starter-pack threshold; no identification trait transcription
5605e964-7870-50dd-acd0-34fe2a1b2e29,Blacknape Large-eye Bream,identity confidence is below the starter-pack threshold; identification traits are not high-confidence transcriptions
56069573-984b-50fb-8863-0b1388447b30,Longnose Hawkfish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
561ee9ec-5568-5eed-bcf7-a0aa8c26e770,Bicolor Chromis,eligible but outside the deterministic 40-record starter-pack limit
563f7e8c-9419-57ba-80c6-3e42e7b9f537,Weedy Cardinalfish,identity confidence is below the starter-pack threshold; account transcription confidence is not high
565e9c8f-ddd9-5d9d-9bd1-cdfeb7883260,Bandtail Scorpionfish,identity confidence is below the starter-pack threshold
569afb97-f8c3-5d2b-ac23-a4a9a26ea365,Red-striped Shrimpgoby,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
56dce2f2-d6e9-59a2-9ed5-b142313b4f42,Barcheek Trevally Jack,identity confidence is below the starter-pack threshold; account transcription confidence is not high; identification traits are not high-confidence transcriptions
570644b6-a7e1-5a23-83d3-e2819329bd90,Broadbarred Goby,account transcription confidence is not high; identification traits are not high-confidence transcriptions
571cf93b-0359-5486-82c7-27dcca499bad,Iridescent Cardinalfish,eligible but outside the deterministic 40-record starter-pack limit
573d94a8-fa10-5c4b-b933-dd92e7bfb0bb,Twinspot Blenny,account transcription confidence is not high; identification traits are not high-confidence transcriptions
5784208a-308b-59d4-a2be-ea82bfcc18e9,Disappearing Wormfish,eligible but outside the deterministic 40-record starter-pack limit
57b0c496-5e62-5c35-ba27-1114cd362637,Sebae Anemonefish,account transcription confidence is not high; identification traits are not high-confidence transcriptions
