workbook_row,creature_id,common_name,scientific_name_printed,outcome,reasons,workbook_human_review_required,source_id,source_book_page,source_pdf_page,source_tile,identity_confidence,identity_confidence_score,text_transcription_confidence,source_title_common_ocr,source_title_scientific_ocr,identification_evidence
152,96013223-6792-5aa5-9067-af1ca7bea345,Sixstripe Cardinalfish,Apogon endekataenia,included,,True,SRC-3318B58A,249,250,ml,high,100,high,,,"ID: Whitish; 6 red-brown stripes with incomplete stripes or rows of spots between, large black spot on tail base. Form small to large aggregations. Sheltered inshore reefs, often in silty areas, to 15 m."
153,6c2d1bc6-17a3-53b9-afaf-9929e92a96eb,Oddscale Cardinalfish,Apogon evermanni,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-A00439FE,247,248,tl,high,100,medium,,,"ID: Red with hint of 3-4 broad pale bars on side; dark stripe from snout to gill cover edge, dark-edged white spot at base of last dorsal rays. Solitary or in pairs: cryptic. Shelter inside caves of outer slopes in §-70 m."
154,20fb663d-92f7-5e53-bbeb-95213268048b,Mangrove Cardinalfish,Apogon exostigma,pending_review,account transcription confidence is not high,True,SRC-199A52E4,254,255,tl,high,100,medium,,,"Merrowstipe Carden - Might Phase i: Feat itm ripe ordre below wi desomnt Esdeooat yelow fmt doce fin. Feed at hight over open send Dottome next to reefs, | ‘solid unidJatazal stripe, dark spot centered road bage. et Lack yeRow leading edige on firet dorsal ena ike noes intlesoent end eigen Cextinaltah of lagen (next) Soitary ‘oc groupe. Near sonwand reais i 9-20m. | — Manrewstrige Carilnalfish - Variation ID: Same as “normal” pattem, except lack spot on tail base or spot is wory fait, Formety betisred to be separate species, A abrogramma. ‘"
155,fe89378e-a014-50d0-8f89-8e687822fcfb,Flower Cardinalfish,Apogon fleurieu,included,,True,SRC-55649B01,251,252,tr,high,100,high,,,"ID: Yellow-orange gradating to pale upper back and tail base; pair of blue stripes through eye, black bar on tail base maintains uniform width. Form aggregations. Sheltered coastal, lagoon and outer reefs to 30 m."
156,10a7c776-4c9c-5f5d-8e08-2a97bc5938a8,Spurcheek Cardinalfish,Apogon fraenatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-B837C045,255,256,tl,high,100,medium,,,"ID: Pinkish silver; tapering solid mid-lateral stripe, dark spot centered on tail base. Solitary ot form groups. Near base of coral heads or under ledges of lagoon and seaward reefs in 3-25 m"
157,a237199d-8d10-55a3-9b11-311f7b340c81,Fragile Cardinalfish,Apogon fragilis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E0DF98F0,256,257,mr,high,100,medium,,,"ID: Translucent with silvery reflections: scattered blue spots and markings on head and front of body, small black spot on mid-tail base, often black spot on tips of tail lobes. Solitary of in pairs. Sheltered reefs to 15 m."
158,cee4bdd1-330d-52db-a516-fcd8a4cd61ba,Faintbanded Cardinalfish,Apogon franssedai,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-DC96CFD5,256,257,bl,high,100,medium,,,"ID: Pinkish, translucent; 3 dark stripes on head, thin brown mid-lateral stripe black spot on mid-tail base, may display an additional thin stripe on upper back. Form groups. Inside crevices and caves of seaward reefs in 12-40 m."
159,f9d21a43-1b8e-558b-99c0-667e4f944646,Samoan Cardinalfish,Apogon fuscus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-081E5DB3,253,254,bl,high,100,medium,,,"ID: Brown, darker on back, usually with coppery or silvery teflections; wedge-shaped bar helow eye, dark saddle on upper tail base. Form aggregations. Often shelter within staghorn corals of protected seaward slopes to 20 m."
160,bf91801f-2440-57b5-bf5e-65d1a5dc5c89,Gilbert's Cardinalfish,Apogon gilberti,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-F9CA965B,259,260,tl,high,95.1,medium,,,"ID: Pale brown to mauve with bluish belly; blue spots on head and front of body, often black marks on tips of tail lobes. Form large aggregations. Shelter among branching corals of protected reefs in 2-10 m."
161,e66a114e-a8ac-5bf6-9faa-58942493061f,Hookfin Cardinalfish,Apogon griffini,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2486512B,253,254,mr,high,90.1,medium,,,"ID: Golden brown head, pinkish to purplish mid-body with dark scale margins and pale tail base, orange to yellowish fins; first rays of 2nd dorsal fin elongate. Around rock and weed areas with scattered coral to 10 m."
162,91224400-e35c-57d1-9d48-7742728b5fe0,Guam Cardinalfish,Apogon guamensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-9C216976,253,254,br,high,100,medium,,,"ID: Pale brown; narrow dark band below eye, may display dark bar on tail base. Solitary or in pairs; cryptic, ventures in the open at night. Reef flats and shallow lagoons to 3m."
163,c9adaaba-1736-5217-909f-09e6c2d45f89,Hartzfeld’s Cardinalfish,Apogon hartzfeldii,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2AAFF18F,257,258,tl,high,100,medium,,,"ID: Purplish brown; pair of silver-white stripes through eye and thin white stripes on upper head and back, black spot on mid-tail base. Form smal! groups. Shelter among sea urchin spines on coastal reefs and lagoons to 12 m."
164,4e5fbed6-f99a-57c1-b1a1-1448befb9b5f,Frostfin Cardinalfish,Apogon hoevenii,pending_review,account transcription confidence is not high,True,SRC-A13E3090,251,252,br,high,100,low,,,"ID: Pale yellowish brown head and manye body; white-cdged. ‘et dorsal fin, small white spot below hase of lext darsal ray. Form groups, Shelter near corals, weeds and sea urchins of sheltered reef elopes to 30 m."
165,71900f5c-65a6-5f89-a4e6-4d8f3d20024d,Copperstriped Cardinalfish,Apogon holotaenia,included,,True,SRC-9F7791AB,249,250,tr,high,100,high,,,"ID: Pinkish; 6 copper-brown stripes, mid-lateral stripe extends onto tail, short stripe from upper eye to mid-body; row of pearly spots on lower head and helly. Form aggregations. Coastal reefs and silty areas in 15-35 m."
166,e0a21650-1c07-5add-8f94-e8f194f60d3e,Humpbacked Cardinalfish,Apogon hyalosoma,pending_review,identity confidence is below the inclusion threshold,True,SRC-6DE5FF36,258,259,ml,low,21.8,high,,,‘3D: Whitieh to light pinkish brown; black lending: onfiet ana atredrn miouthe to 3m.
167,571cf93b-0359-5486-82c7-27dcca499bad,Iridescent Cardinalfish,Apogon kallopterus,included,,True,SRC-6E5F466D,254,255,mr,high,100,high,,,"ID: Pale pinkish brown; dark mid-lateral stripe of uniform width, black spot centered above mid-tail base, yellow leading edge on first dorsal fin. Solitary or form small groups. Lagoon and seaward reefs in 3-45 m."
168,439b85d7-e784-5a22-ac4e-85c85b666b0d,Anda Cardinalfish,Apogon kiensis,included,,True,SRC-205D9A5D,252,253,mr,high,100,high,,,"ID: Silvery white: pair of narrow dark stripes and adjacent white stripes on upper body, the mid-lateral stripe extends onto tail. Solitary or form small groups. Sandy slopes of coastal reefs and lagoons in 8-39 m."
169,ee1e1a26-f633-5278-8c41-68473dcaa011,Coastal Cardinalfish,Apogon lateralis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-F7246B2A,255,256,mr,high,100,medium,,,"ID: Semitransparent with silvery reflections; narrow dark mid-lateral stripe, small spot on mid-tail base. Form aggregations. Coastal reefs to 15 m. Distinguished from similar Mangrove Cardinalfish [previous] by reef habitat. Form aggregations. Coastal reefs to 15 m."
170,b97b5ab6-7da6-528f-916d-0bdb5854c15b,Threadfin,Apogon leptacanthus,included,,True,SRC-2BB42BF3,259,260,tr,high,100,high,,,"ID: Whitish, translucent with frosty iridescence on back blue iris; yellow-edged blue bands and bars on rear head and front of body; long first dorsal-fin tip. Form groups. Shelter among branching corals of protected reefs in 2-12 m."
171,643f23eb-9752-5d49-a7a4-096e38cbe2f5,Linespot Cardinalfish,Apogon lineomaculatus,included,,True,SRC-AC8191BA,254,255,bl,high,100,high,,,"ID: Pinkish sliver; thin dark stripe fram eye to black spot on tail base with pearly white leading edge, black tip on 1st dorsal fin. Solitary or form small groups in crevices: ventures over open sand at night. Seaward slopes in 8-32 m."
172,e4aa0d64-4005-5f09-9319-40248fe943e1,Yellow Cardinalfish,Apogon luteus,included,,True,SRC-9C32BB4D,251,252,bl,high,100,high,,,"ID: Yellow-orange with 1-2 somewhat indistinct dusky stripes on back; pair of silver-blue stripes through eye. Form aggregations. Hide under ledges, inside holes or among sea urchin spines in sheltered lagoon and seaward reefs in 1-50 m."
173,1fe0efc9-aee1-50d4-9060-ce8fc6fbbf25,Black Cardinalfish,Apogon melas,included,,True,SRC-43B2C89A,259,260,bl,high,100,high,,,ID: Dark brown; tall rounded dorsal and anal fins and broad tounded tail lobes: black ocellated spot on base of second dorsal fin. Solitary. Sheltered coastal reefs and bays to 15 m.
174,5c1f347e-d67f-5406-be55-e2941a7640c8,Moluccan Cardinalfish,Apogon moluccensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-F14CAA5A,252,253,bl,high,100,medium,,,"ID: Reddish brown; pair of pearl-white stripes through eye and white stripes on upper head, often narrow white to brown bars on iower side. Solitary. Sheltered reefs in 1-25 m."
175,8a288bf4-36fe-502e-b265-d5bd0c5b5688,Yelloweyed Cardinalfish,Apogon monospilus,included,,True,SRC-C0ABDC5B,258,259,mr,high,100,high,,,"ID: Reddish brown, yellow iris; pair of pearl-white stripes through eye and bluish stripe below eye. In pairs or groups. Weedly areas of sheltered coastal reefs to 30 m."
176,d2a07a1c-c9a9-5008-859a-a96dd9d1f25b,Manylined Cardinalfish,Apogon multilineatus,included,,True,SRC-CF3D1678,249,250,bl,high,100,high,,,"ID: Brown head with white stripes, whitish body with numerous narrow dark brown stripes; may have faint dark spot on tail base. Solitary or form small groups. Around large coral heads of coastal reefs and lagoons in 2-25 m."
177,4cbd0d26-2e92-53ab-a19a-ec204550563d,Tiny Cardinalfish,Apogon nanus,included,,True,SRC-1F4D5311,256,257,tr,high,100,high,,,"ID: Silvery mauve, translucent to golden brown, mid-lateral stripe extends onto tail with pearly white stripe below. Form mid-water aggregations. Sheltered areas of silty coastal reefs and lagoons in §-20 m."
178,d5553b11-8b22-5531-accc-cc6de9add6bc,Larval Cardinalfish,Apogon neotes,included,,True,SRC-86ED95BE,256,257,tl,high,100,high,,,"ID: Silvery mauve, translucent; black stripe intermittently bordered with yellow or silver runs from above eye to black spot on mid-tail base. Form aggregations. Shelter in soft corais and sea fans of coastal, lagoon and seaward reefs in 15-25 m."
179,3ba21389-15ba-55a2-b0f7-11ab6e3731c9,Blackstripe Cardinalfish,Apogon nigrofasciatus,included,,True,SRC-690E5F3B,248,249,ml,high,100,high,,,"ID: Alternating black and yellow stripes, dark mid-lateral stripe does not extend onto tail. Solitary or in pairs. Under ledges or inside caves of lagoon and seaward reefs and along steep dropoffs in 3-50 m."
180,bbdba186-6dd1-5897-825e-2fe73889000a,Norfolk Cardinalfish,Apogon norfolcensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-D2421417,258,259,bl,high,100,medium,,,"ID: Brown with darker scale margins; silvery stripe through eye, faint bar on side, black spot on mid-tail base; tall 2nd dorsal fin. Solitary or form groups. Lagoon and outer reefs in 3-25 m."
181,a3dc10da-1ee9-52ab-9031-abd54ecd51f9,Redstriped Cardinalfish,Apogon notatus,included,,True,SRC-EDAA4926,246,247,br,high,100,high,,,"ID: Purplish brown: black stripe from snout through eye and another on base of dorsal fin, black spot on side of nape and larger black spot on tail. Form aggregations. Coastal, lagoon and seaward reefs in 8-45 m."
182,f17a3663-3369-57be-9e54-e72b4d3f8b0a,Sevenstripe Cardinalfish,Apogon novemfasciatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-3C84AD9A,247,248,br,high,100,medium,,,ID: Altemating dark and light stripes; dark mid-lateral stripe extends onto tail and dark stripes immediately above and below diagonal extends onto tail. Form small groups. Reef flats and lagoons to 4 m.
183,84296c05-84bc-5fc6-807b-efe819219aa7,Ocellated Cardinalfish,Apogon ocellatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2CF64BB4,259,260,br,high,100,medium,,,ID: Dark brown; 3 dark brown bands radiate from rear eye large ocellated black spot on first dorsal fin. Solitary and cryptic. Exposed reef flats arid sheltered lagoons to 3 m.
184,b7e9eb16-3191-5785-8c5d-045a5d30b5b8,Tailspot Cardinalfish,Apogon ocellicaudus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-E9F3934A,256,257,br,high,100,medium,,,"ID: Pinkish, translucent; narrow brown, orange or yellow mid-lateral stripe, white-edged black spot on mid-tail base. In pairs or small groups. Under ledges or around coral outcroppings of sheltered coastal reefs in 15-30 m."
185,13c144f2-d192-5105-860c-309da8601078,Narrowstripe Cardinalfish,Apogon oederleini,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-985ACB0C,249,250,mr,high,100,medium,,,ID: Whitish with 4 narrow black stipes: pupil-sized black spot on mid-tail base. In pairs or small groups. Sheltered coastal teefs and kelp beds in 3-30 m.
186,c0154476-6ced-501b-a26d-bd0a8be313a9,Redspot Cardinalfish,Apogon parvulus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-3BB31812,256,257,ml,high,100,medium,,,"ID: Silvery, translucent; thin dark mid-lateral stripe often bordered with silvery or golden streaks, bright red spot on mid-tail base. Commonly form large mid-water aggregations. Coastal and jagoon teefs in 2-12 m."
187,d474b044-d582-572b-8862-132f38c30352,Pearly Cardinalfish,Apogon perlitus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-D7C4EAC2,259,260,ml,high,100,medium,,,"ID: Light brown with blue and yellow belly; blackish stripe along anal fin base, dusky area and small spot on tail base. Form aggregations. Shelter among branching corals of protected reefs in 3-12 m."
188,5c4647ba-2339-5075-9d81-759852cc6616,Coral Cardinalfish,Apogon properupta,included,,True,SRC-786C8A7E,250,251,mr,high,100,high,,,"ID: Yellow orange; 5 narrow pale gray stripes, lower stripe only on head. In pairs. Sheltered rocky areas and coral reefs to 14 m, often in silty conditions."
189,24882309-158b-5d73-8759-9013448c19e1,Fourlined Cardinalfish,Apogon quadrifasciatus,included,,True,SRC-DA70D32A,252,253,br,high,100,high,,,"ID: Pink to whitish; brown mid-lateral stripe darkens and extends onto tail and another on back, both bordered by thin white lines, white spots and marks lower body. Sand/mud bottoms, sometimes far from reefs in 8-80 m."
190,c939e05e-b24b-5f1c-9538-227a8446f4e0,False Threespot Cardinalfish,Apogon rhodopterus,included,,True,SRC-C7E88553,257,258,bl,high,100,high,,,"ID: Pale with darkish scale centers: spot on rear tail base (ack spot on gill cover); ragged band below 1st and 2nd dorsal fins often with saddle between. Solitary. Crevices of lagoon and seaward reefs in 8-25 m. | ID: Pale with darkish scale centers; spoton rear tail base Gack spect on afl cover): Tagged band below 1st and 2nd dorsal fins often with seddlle berwean. Solitary. Crevioke of: lagoon and seawerd teefe in 8-25 m. Pegg Pectin Malayan Penton and Inclonesia to Marshall is, north to SW, Japan | — Thwesspet Cardinalliah - Juvenile pols Fay, markings simbar to those of aul, —_—ID: Whitish to pals: §=—_ but: much darker side. Solitary, Both adults and javeniles feed at over sand or rabbie ‘Dear reefs; lurk inside reef recesses day."
191,014d038e-a327-5ea4-8d25-5f3b75f9e9e1,Orangespot Cardinalfish,Apogon rubrimacula,included,,True,SRC-A457DE28,252,253,ml,high,100,high,,,"ID: Bluish silver to mauve to pinkish white; 5-6 orange-yellow stripes (stripe behind upper eye short); orange spot on mid-tail base displayed at night, Form groups. Clear water lagoon and seaward reefs to 33 m."
192,a0be6ab8-c653-5c0f-8e9d-46364464279c,Gobbleguts Cardinalfish,Apogon rueppellii,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-562D1489,258,259,br,high,87.7,medium,,,"ID: Light silvery brown to mauve; row of dark spots along lateral tine and another row on second dorsal fin, narrow brown band below eye. Form aggregations. In weedy areas of coastal reefs and estuaries to 10 m."
193,fb3a1fe3-cffa-509d-bad7-78e2db5dfdca,Sargill Cardinalfish,Apogon sealei,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-F584491D,252,253,tr,low,,low,,,"1D: Fale yollowr; pair of thin brown stripes on upper side, smell Sack spot on ea cat aoe in 2,ghort ‘crange bars bluish white.patch on gill cover. Form aggregations; A shelter emg ‘ranches of Acropora corals. Protected reefs in 2-25."
194,396e2d8e-ad37-5cd1-beea-64a470ee09d8,3andspot Cardinalfish,Apogon selas,included,,True,SRC-FE128FD1,255,256,br,high,100,high,,,"ID: Mauve-back; brown mid-lateral stripe with yellowish borders and dusky to reddish belly with speckles, large black spot on tail base. Form small groups. Inside or near caves and crevices of sheltered coastal reefs in 3-45 m."
195,cef76ddd-4a80-52cf-b168-7a87876ae243,Reef-flat Cardinalfish,Apogon taeniophorus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-DEC685D3,248,249,br,high,100,medium,,,ID: Alternating dark and light stripes; dark mid-lateral stripe does not extend onto tail. Habitat useful in distinguishing from Blackstripe Cardinalfish [above]. Shallow reef flats usually in surge areas to 3 m.
196,2a89ac4f-f13e-587b-bab0-34536086dbc9,Talbot's Cardinalfish,Apogon talboti,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-7154884B,247,248,tr,high,100,medium,,,ID: Bright red with dusky brownish scale margins and no distinctive markings. Solitary and cryptic. Inside deep caves and crevices of seaward reef slopes and dropoffs in 8-35 m.
197,032b02e4-2890-5c76-bd77-80435e3e5ee1,Sangi Cardinalfish,Apogon thermalis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-50E807FD,258,259,tl,high,100,medium,,,"ID: Brown except pale lower head and belly; broad black stripe through eye, black leading edge on first dorsal fin, 3 tiny black spots along dorsal-fin base. Form aggregations. Sheltered. silty coastal reefs to 12 m."
198,e72ca87f-f569-558b-938d-5882ffcfc4eb,Timor Cardinalfish,Apogon timorensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-7EDAD624,260,261,tl,high,100,medium,,,"ID: Shades of brown, fins yellowish; short pale band behind eye with dark borders, usually dark brown bar extends below 1st dorsal fin and another below 2nd dorsal fin. Solitary. Shallow reef flats and sea grass beds to 12 m."
199,409d2c07-0e03-540c-9be9-2263636e855e,Threespot Cardinalfish,Apogon trimaculatus,included,,True,SRC-537CA610,257,258,ml,high,100,high,,,"ID: Pale with darkish scale centers; darkish spot on gill cover and 2 more on fore and rear tail base, ragged band below 1st and 2nd dorsal fins with saddle between. Solitary or in pairs. Lagoons and outer slopes in 3-15 m."
200,ace2b384-4984-5c46-b47a-97a641933a52,Onespot Cardinalfish,Apogon uninotatus,included,,True,SRC-61FCF23E,260,261,tr,high,100,high,,,"ID: Pale pinkish brown: faint spoke-like marks radiate from Tear half of eye, large dark brown spot on mid-body. Solitary. Dead reefs and mangrove fringed estuaries and brackish lakes to 10 m."
201,a068da4b-0b3e-5712-9ac1-cae939ebcf29,Wassinki Cardinalfish,Apogon wassinki,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-A8D77713,250,251,ml,high,100,medium,,,"ID: Dusky yellow orange: 5 silver-gray stripes, lower stripe extends from head onto lower body. Solitary, in pairs or small groups. Coastal reefs in 2-15 m, often in silty conditions."
202,e0075899-d88a-54c9-a34f-38cde8c1d370,White-belted Angelfish,Apogon xanthopunctatus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-3A4420A6,31,32,ml,low,,low,,,"foal anal and an tail tall fins fins ens lack ct spot pnp, on nape. Solitary Suny or oc form ‘small groups. Lagoons, passages and outer siopes in 3-40 m."
203,9c4faae8-ea59-560e-bb00-61f3a284dfc4,Narrowlined Cardinalfish,Archamia fucata,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-9AE6E2B5,260,261,bl,medium,72.5,medium,,,"ID: Mauve undercolor with orange head; numerous narrow orange bars, pair of blue stripes through eye, black spot on tail base. Form aggregations. Inside caves or above branching corals of coastal and lagoon reefs in 2-60 m."
204,cb0389f0-c3fe-5dda-bd3d-476b2f7249ee,Yellowmouth Cardinalfish,Archamia goni,pending_review,identity confidence is below the inclusion threshold,True,SRC-AC8A6923,261,262,ml,high,92.9,high,,,"ID: Whitish with silvery reflections, translucent, yellowish snout; black spot on mid-tail base. Form aggregations. Hover above rocky outcroppings of coastal reefs in 10-30 m. typically in silty areas."
205,35e4b688-429d-5279-8987-d65113c88f35,Selted Cardinalfish,Achamua leai,pending_review,identity confidence is below the inclusion threshold; no identification description,True,SRC-FAE94F32,261,262,mr,high,90.8,high,,,
206,53f3966c-0c78-534b-8d42-caa1af7871ca,Duskytailed Cardinalfish,Archamia macroptera,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-8D8295FF,260,261,br,medium,77.9,medium,,,ID: Pale gray with numerous close-set narrow orange bars blackish tail base. Form dense aggregations. Hover above beds of Porites or other branching corals of sheltered coastal reefs and lagoons in 2-20 m.
207,80c3fe3b-e488-55cc-beb9-f7f6d80e1b8c,Twinspot Cardinalfish,Archamia melasma,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-3F101C58,260,261,mr,high,87.1,medium,,,ID: Mauve to pinkish with narrow orange bars; black spot above upper edge of gill cover with diffuse bar below dusky bar under eye. Form small aggregations. Shelter among branching corals of protected coastal reefs in 2-12 m often in silty areas.
208,898fa51c-dbb2-5fa1-8e95-ad69a9395323,Girdled Cardinalfish,Archana zosterophora,included,,True,SRC-96DA7D1C,261,262,tl,high,100,high,,,"ID: Pale gray; pair of narrow reddish bars on gill cover ‘broad dark-brown bar on mid-side, small black spot on mid-tail base. Form aggregations. Shelter among branching corals of protected bays and lagoons in 2-15 m."
209,c5c35e73-5a99-5868-bb94-81fa7c2a8a89,White-spotted Puffer,Arothron hispidus,included,,True,SRC-9245CDC1,414,415,bl,high,100,high,,,"ID: Gray to greenish brown upper body, paler below covered with white spots; white ring around eye, large white-edged black spot around pectoral-fin base. Solitary. Mixed coral sand, rubble and weed bottoms in 1-50 m."
210,a931ef27-ae4e-5dae-891e-8dfe24c7e3ea,Immaculate Puffer,Arothron immaculatus,included,,True,SRC-EB88E2D5,415,416,mr,high,100,high,,,ID: Brown gradating to white underside; large yellowish brown spot around pectoral fin base (may be edged in black} black-edged yellowish tail. Solitary. Coastal mangroves seagrass and weedy and silt bottoms near reefs in 3-30 m.
211,3abf10bf-e10f-5636-a16b-4a55e780f85e,Striped Puffer,Arothron manilensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-257B1F43,415,416,bl,high,100,medium,,,"ID: Brown with dark brown to yellowish stripes; large dark spot around pectoral fin base, may display darkish blotches. Coastal mangroves, seagrass beds, weedy areas and sand and silt bottoms near reefs in 2-20 m."
212,4b600390-b99c-58fb-8ab5-c336a1ea303c,Map Puffer,Arothron mappa,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-F4792FBA,415,416,br,high,100,medium,,,"ID: Gray with black maze markings, white to yellowish belly spoke-like lines radiate from eye, irregular black botch around pectoral fin base and another on belly. Solitary. Lagoon and seaward reefs in 4-30 m."
213,23ea1ba0-8770-5942-afac-4656fd60440c,Guineafowl Puffer,Arothron meleagris,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-4A48AC39,416,417,tl,high,88.6,medium,,,"ID: Black covered with small white spots. Solitary; feeds mainly on live tips of branching corals. Coral-rich areas and rocky bottoms of coastal, lagoon and outer reefs to 20 m. | eat oem can) Paftiers'- Totraodontidae Black covered with small white spots, Solitary; feeds mainte of branching corals. Corabrich arees and Tocky bottoms of coastal, lagoon and outer reefs to 20 m."
214,3994805f-494f-5c71-9f2f-7105615c6a27,Blackspotted Puffer,Arothron nigropunctatus,included,,True,SRC-6440C572,416,417,mr,high,100,high,,,"ID: Highly variable in wide combination of colors; consistent markings include black lips, black pectoral fin base and a few scattered black spots. Solitary. Coral-rich areas of lagoons to seaward reefs in 3-25 m. | 1D: Highly variable in wide combination of colors; consistent ‘tnatkings include black lins, black pectoral fin base anda | Dinckepetied Polar - Variation TD; Olive back and orange below; dark patch round oye and another around mouth are commonly displayed: the ere less common: Feed howvlly on ving corals, , ‘Occasionally o7 other: , Crustacdans and: 416"
215,3be85af1-64f9-5129-9ea2-cc52b669e3a8,Reticulated Puffer,Arothron reticularis,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-17100F71,414,415,br,medium,81.2,medium,,,"ID: Brown with white spots on back and rear body and tail white bands encircle eye and pectoral fin base, white curved bands run from head to belly. Solitary. Mangrove estuaries. tidal creeks and open sand or mud bottoms to 20 m."
216,ceb10510-41b3-57ad-97d0-b2030f268137,Star Puffer,Arothron stellatus,pending_review,account transcription confidence is not high,True,SRC-6DBE2013,415,416,tl,high,100,medium,,,ID: Pale gray with dense covering of black spots; larger black spots or irregular blotches around pectoral fin base. Soatitary. Lagoon and seaward reefs in 3-58 m. | ID: Pale gray with dense covering of black: spats; larger Diack or bbtches fin base. Solitary. Lagoon ad seawardveotsia 601m. Todo: Pesifte: Red Sen.and &. Attica to Tamota Ie French i
217,06e0c162-cc10-57ea-a765-f8b356a29210,Blackspotted \dierfish,Aseraggodes melanostictus,pending_review,identity confidence is below the inclusion threshold,True,SRC-A321940D,387,388,br,high,93.5,high,,,"ID: Dirty white to pale brown or gray with thinly outlined white spots, black speckles and brown blotches on head body and fins. Solitary. Protected sand bottoms of lagoons and around reefs in 1-73 m."
218,3d115e37-06cb-5b9d-9c25-544e7fe27e95,False Cleanerfish,Aspidontus taeniatus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; no identification description,True,SRC-D7FA31CE,339,340,tr,high,86,medium,,,
219,ba3cc581-f7a0-5add-980c-b45c035a2351,Blue Devilfish,Assessor macneilli,pending_review,identity confidence is below the inclusion threshold; no identification description,True,SRC-B68CE590,278,279,tr,medium,80.4,high,,,
220,0c8de9d0-1b2c-5403-a82f-d68148e3905c,Randall's Devilfish,Assessor randalli,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-42E962D6,278,279,ml,high,99.1,medium,,,"ID: Dark blue to bluish green; forked tail. Form small cryptic groups; often swim upside down orienting to the ceiling of caves; brood eggs in mouth. Caves, recesses and under ledges of coastal reefs and outer slopes in §-25 m."
221,61c2e589-525c-5505-9681-458f3f13cad1,Bluedot Goby,Asteropteryx ensiferus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-5D4E201B,316,317,ml,high,96.8,medium,,,"ID: Dark brown (appears blackish underwater) with rows of small blue spots. Commonly form large aggregations that perch on, or hover above, extensive areas of rubble. Slopes exposed to currents on seaward reefs in 6-40 m."
222,f5ff564f-2f69-5f4a-99ce-734f9274d416,Starry Goby,Asterropteryx semipunctatus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-591FD1EB,316,317,tr,high,97.5,medium,,,"ID: Greenish brown; dark brown blotches and scribbling especially on back: rows of small blue spots on head, body and anal fin, Solitary or form small groups. Algal-covered tocks and rubble of sheltered inshore reefs to 15 m."
